byte,count
cf7c,10
8ea9,27
b4a3,13
31cc,14
d92f,16
fa09,18
6f00,18
9df5,15
8d90,13
7274,19
018d,13
430f,11
4552,17
512b,13
5a48,16
e5bc,14
95e6,17
daa8,11
3ab8,16
c958,18
3f2c,18
fbd6,13
22f5,11
9e83,16
db22,12
97f3,11
0b35,16
02f9,19
a359,14
e913,18
837e,14
65df,16
0ff1,17
ddd4,11
2245,15
a29e,17
3de5,10
bae6,14
592e,13
dbaa,20
7044,20
c74e,18
1492,13
e063,16
8fee,16
7491,5
6f4b,17
27a2,9
4409,19
14c3,12
bd73,21
4dc4,22
7d97,18
ee5f,11
fb5d,14
35d3,19
8bc4,10
829b,18
d024,13
2cf9,16
7837,15
daf5,11
65a4,11
fdef,15
ff71,14
5d0f,14
3593,12
8eda,17
4583,17
567e,10
cf90,23
bfbb,18
664a,13
27f8,13
5149,14
6a85,21
0f45,15
a036,13
6376,16
ba07,15
e6fd,9
1a8b,15
27d4,11
ac6e,15
a99f,16
d399,13
0919,19
e59a,20
6d7d,20
eb53,17
08a8,17
f96c,16
c0c1,20
2bfe,18
7097,16
5e71,26
97ef,16
d88f,8
5b28,15
4ba4,11
1988,18
51a9,15
647f,15
016e,15
d4e6,15
81a0,19
55c7,11
0f2f,16
47ef,12
0848,18
0b80,10
8fa8,20
c752,13
4501,14
3e2f,16
5a7c,13
1157,11
1ca5,8
30e5,12
8839,7
3938,17
65d7,14
9209,11
c42a,23
4db5,16
9869,16
9af6,13
1c00,13
c897,15
2a9d,9
4141,14
6227,7
202b,13
2682,15
7a73,11
5a23,17
0f5d,13
725c,15
c883,8
c650,17
f65d,17
6df8,10
fc0a,13
0408,15
31fc,11
b7cf,11
5864,13
cc33,14
2bc3,19
1969,11
8583,13
d925,16
d297,16
554a,11
6f93,11
1f58,19
173c,14
4416,15
3901,10
adc1,15
482d,11
de02,15
121f,19
81b3,14
ad07,8
8205,6
31c7,9
1187,11
3cb8,12
9afe,12
790b,7
e0f4,14
a0c8,14
d4f4,10
1bcf,8
befe,11
a3e5,13
c382,12
ec8c,16
f10a,17
b8fb,11
b306,18
a82c,13
c745,18
0812,11
2559,15
0980,22
8b30,8
bf16,13
444e,12
5598,18
d53c,8
1336,13
a9a0,13
7fcb,11
e249,9
d95b,12
f2ee,18
748a,7
0f06,9
cce5,17
812f,17
ac00,8
f1cd,15
ddc5,11
1653,9
9859,14
42e6,16
cdb4,21
537c,13
7cc0,15
d468,19
adf8,21
f91a,14
372a,13
e578,11
8c6c,18
8b03,8
704f,15
9cbb,11
0db0,11
d0bb,14
f9d8,15
4c51,14
cd9e,15
fc54,16
4254,14
9748,23
fb60,20
7d7f,10
3b24,10
1cd4,13
ebc8,10
5e1a,11
28c4,14
fa59,16
33b9,12
fc03,15
bf10,18
41dc,15
68ca,14
8f42,9
be07,19
f400,15
e5f5,16
a8be,18
9eb7,15
d7a9,10
de87,12
b24d,18
478d,12
2004,18
c766,15
423d,14
3141,14
5996,19
4025,21
dc25,12
d567,11
353e,15
c21a,15
1bea,15
920c,11
7953,17
e96c,16
3a9d,14
93cf,16
9f4a,19
f212,17
eb9e,20
a155,13
5724,17
44f6,14
22ff,14
ad68,13
3338,16
4ce8,9
8149,15
6da6,9
4c21,17
e406,15
059b,18
f460,15
ed61,14
0bd6,12
5e30,17
62cd,15
b930,14
ae91,15
355f,20
35ba,11
a518,12
3cf5,11
9041,18
990b,18
0663,17
ab98,14
04e3,11
829f,14
5b21,10
a254,8
d215,13
d8ab,25
11c9,16
54c1,13
dd84,13
69f6,12
41fc,15
d99a,14
d17c,14
4996,9
4657,14
8930,12
41bb,14
e92d,13
7a92,18
a4e7,11
d18e,14
e444,10
40c6,12
46b1,14
f0a2,11
2d02,14
e130,12
2bd4,13
8be3,12
d3e0,10
3d48,12
1127,12
a8c1,15
50f0,14
3baa,19
df86,11
1fe0,8
3cdd,9
de97,10
1808,15
2aef,11
7b16,13
af00,9
2cb2,13
d558,12
7ff5,9
a843,8
6e69,15
4e93,12
f157,23
0e28,17
154f,16
0440,8
21e6,15
b5c8,10
3511,10
9ef8,21
d12f,17
9703,8
0964,14
ddd8,9
efba,11
f278,11
d34c,13
a06d,10
9cfc,14
ffe5,9
1029,18
a25c,14
dfc3,16
4e00,15
f723,12
a94c,16
ec11,15
b079,19
4e51,9
c5d6,13
8d2c,10
c31a,13
ff83,9
b05c,9
ecda,14
4eca,16
0c9d,14
f2df,9
67e3,11
f57f,15
7527,16
849d,15
f03b,20
6a2e,13
a075,19
d7ef,19
4619,18
510b,14
b546,17
5cdb,16
b54e,15
f4f4,20
2c4a,13
e014,10
b874,19
a810,10
e5a2,8
fede,18
31b7,14
79e8,15
9afa,15
c2b3,17
9179,14
f48d,16
2efe,14
c0bc,19
7074,13
b39e,15
cbbe,10
4a0b,13
a60f,16
b231,11
9656,13
072b,18
1304,15
2b5d,16
de2c,6
12f1,17
19ee,15
004c,10
7849,15
aa76,14
770c,9
6fb6,25
1550,14
5cd0,13
3f73,15
6a5f,18
f40d,12
5d71,10
6ed4,11
8d10,17
2453,15
6f78,21
4222,14
9000,20
7bd6,18
cb3b,12
b146,18
9992,16
f5cc,12
831c,15
895c,10
2f21,15
f1d5,16
41c1,19
38f5,9
d641,10
ec0d,9
05b6,10
f24b,14
6396,13
1678,13
ff8b,16
1a1a,20
61c3,18
e71a,11
90af,10
3461,11
5167,10
b4ba,13
9cdd,17
d7dd,13
8780,12
4ac1,12
ac56,15
6200,15
47ba,11
06d3,11
b6f9,17
1cc8,12
3884,20
194f,10
97bd,13
8cac,14
4dbe,7
0941,13
d029,13
55cc,15
c096,15
791f,19
f3cc,14
dbc6,15
da77,20
7e25,9
d74d,16
d1e6,18
4caf,19
dbe6,12
f2e1,13
ceea,12
956e,14
bc09,9
3b0f,14
05b8,15
d655,19
02a9,14
30f0,12
6c78,17
2287,10
8479,9
49a1,12
2025,12
c888,18
adb5,13
0d86,16
6c1b,10
5524,9
f877,9
3ecf,17
e999,14
5710,15
192d,16
2cf6,12
02ed,13
8610,16
fe23,19
02ac,9
dadb,16
74c7,19
0db8,13
38c2,14
b59c,14
9185,15
3ea0,21
2cac,8
fa69,14
42d2,12
c9d5,18
1e0a,13
23fb,18
6150,11
0432,9
3f92,11
0a7c,15
b68c,14
d903,13
b054,8
551b,14
737e,13
ec49,11
9f77,18
0458,11
b9a6,13
aaa8,16
e4e7,14
589f,13
e6e3,15
8277,11
c43f,14
dcd3,10
1a18,12
1d18,13
279f,17
2f3a,3
05d7,13
e61d,16
b2ed,12
d2f2,11
a8b9,12
c4c9,12
31a2,12
fc9f,12
1cb3,9
53a0,9
2856,19
0b30,11
94ec,19
ffda,8
8da3,14
fceb,12
5454,9
e7e1,12
5f52,11
74e6,9
882a,11
11ef,13
41fe,22
2f76,22
ac49,8
3198,22
4309,8
39e2,18
d878,11
6a08,16
14af,16
efce,15
d11e,11
e0be,11
91a9,10
6546,16
8307,12
210d,13
2ceb,15
db5a,18
1f80,18
5da3,12
9b96,16
af51,12
d38c,9
f5d4,17
8eef,10
3725,12
2952,14
c7d5,14
33d3,15
99ee,16
0dcd,8
b960,12
616a,20
5b2e,16
e17e,21
3ac4,6
db4b,19
a159,13
36fa,13
68dc,15
9b38,15
e707,15
0303,19
7778,10
ae1d,12
45da,17
5580,13
9b66,22
be08,15
146f,11
d348,16
f03e,10
2087,13
4f1c,19
d756,16
1a68,13
dbf6,13
b265,16
0c99,22
e1e2,11
6a9d,15
0509,14
3602,15
475a,15
a23b,8
96f0,17
83a9,9
798b,15
2a9c,12
0ae5,9
1069,8
9f00,19
54cb,13
18d7,18
9c30,6
2ba2,17
3599,21
de85,13
1840,12
73ce,8
162b,17
3e35,14
a2db,16
bcab,12
164f,13
531c,11
8065,16
e585,22
4a4a,12
4764,13
77f0,13
a853,12
5644,12
e21f,19
f80a,14
a241,10
d68c,13
8dcc,11
500c,17
a787,16
6012,17
f5b1,8
8a0b,18
79ca,14
14a6,8
1867,25
5bb1,13
8db1,12
2dcd,10
cbfc,21
b7d5,14
e1de,8
c880,17
b5f4,11
d16a,16
0ad8,14
0713,15
3455,13
f3a7,15
7d5c,14
0f6e,10
8c83,8
f43d,13
93ff,13
0f16,11
3a0f,13
3a30,7
f445,15
2354,13
209a,12
f1a4,9
d10c,13
abc1,18
5c7a,13
3b55,11
ddb9,11
74d1,6
95c7,17
9ef0,10
4433,16
4794,11
c365,17
9e4d,13
f4a4,10
e5e3,12
b301,15
1c68,21
4519,13
2f00,15
42ff,15
4d26,15
4a1c,7
9772,14
584e,11
0b54,14
998a,13
9632,9
6e94,18
01ce,12
08a2,17
4df3,12
7322,20
5382,7
dca3,11
8638,9
2804,17
c0c5,14
0eb1,20
df29,12
aba1,11
4bda,11
a167,13
bc53,17
b8b1,14
7d89,16
801d,17
e873,11
02d8,11
749b,12
62e6,16
230a,11
d6d6,23
fa10,17
c3a7,14
e341,14
e1bc,10
f1d1,9
68e5,19
f169,11
930d,16
54f5,18
c7bf,11
1c7b,21
1c2b,15
2aa2,19
a7b8,10
a81a,12
c30b,10
357c,14
99c8,18
388a,16
a293,14
fa00,20
3048,12
5e63,11
e2d9,16
563d,16
e630,11
8183,14
0792,17
53fb,10
5eb4,18
f0f0,7
3a1a,15
53db,8
3260,13
61e0,16
f7d1,16
bb47,14
907c,14
6402,12
785a,14
4c15,17
87ad,12
44cd,23
03f2,14
bc50,20
44ba,11
1de9,13
3bb1,17
6d89,11
8e76,21
819a,18
ac72,18
b14d,15
fc9e,17
f41b,14
9563,16
1f41,14
a3f8,11
1a72,9
52d5,14
07cf,18
7f46,21
bac6,9
bbaf,12
a4d4,13
bf9b,14
1ae6,15
39da,14
96c4,12
25ff,11
03df,19
9ff8,16
1b94,12
7383,11
809b,12
ee55,12
13d7,19
d812,11
aabc,12
8611,8
88d7,11
f2ad,10
1554,15
9e2f,13
d29b,19
5877,7
59c0,18
5545,12
5fe5,14
6a62,17
8476,13
59b6,22
5227,13
2074,12
47c6,14
7753,23
794e,10
06de,15
d657,15
386c,13
40b4,13
f5c3,20
e3c9,13
911c,9
c125,15
d5f7,17
4b98,13
cf31,10
4f2c,12
c735,14
0da0,15
b0ec,21
2796,15
1793,15
b8d1,18
487f,20
9e26,19
4b6c,17
f4e0,23
c814,19
f1a0,24
106e,26
fe70,14
2b7a,18
d890,23
de45,13
6c7c,15
484b,11
85ff,16
4fa4,10
06fa,16
9d4e,13
0ed1,11
b74a,13
4702,16
a0dc,17
70ba,17
280b,21
965a,10
d738,21
30fb,8
25c8,12
c843,15
61da,15
25d9,17
f838,13
1c21,20
2d0c,11
55b3,19
5218,14
d7fd,17
eacc,7
dbed,10
1b39,12
087a,16
112a,14
4f45,11
914e,14
c96c,21
5f10,18
ce43,13
d4c5,14
b505,11
99e2,23
402a,12
ab57,7
687a,13
3a0d,15
fc47,15
63e7,17
4158,11
06b8,14
a321,11
4c7f,13
5fe4,16
f435,16
7ecf,13
8593,14
89af,10
d60c,15
f7bc,8
5793,12
247e,16
a19c,6
0a23,21
5237,17
3a2c,12
e6b4,9
a28b,18
f122,8
b15b,10
b80d,15
7bf0,13
d82c,13
5630,8
0860,13
daa1,11
43bc,15
4be9,14
a979,18
3544,13
c7ab,23
68e6,8
c800,24
e214,12
6c7e,10
37d0,17
bdce,11
3a53,16
a388,12
2725,13
fad0,11
9e60,15
15c1,12
e0ac,18
109c,9
80cd,12
7a19,16
9b24,14
ae85,10
cbc7,12
104d,12
ae38,22
3134,17
c24d,19
2a69,10
53fc,12
b073,11
c5f1,19
e398,10
c97f,15
cb1e,9
b3b9,16
d2a8,13
07b0,14
220e,9
cea5,8
3e41,17
9f22,15
8683,8
8145,13
e103,16
336e,15
57c4,18
613a,20
2a88,16
9edb,14
0b20,20
3bea,12
dede,10
6cf9,14
f525,13
b223,14
ccf2,21
29ec,14
0886,17
4b83,21
3972,10
8c13,15
c1f9,18
6ec1,15
18af,15
c075,10
af46,15
3688,20
59b7,19
5db9,17
b922,10
1797,11
0d77,18
6ce2,12
a840,14
5d6d,19
cf69,24
93a8,10
581d,16
3601,14
42e3,18
aa7d,9
a382,20
13e4,11
e0b4,12
58ed,20
071b,16
2045,12
b7cc,15
7924,9
9937,11
e738,15
8bf5,13
c898,13
ee5d,15
a75f,18
9dab,12
1122,13
a610,9
f4d1,10
efdd,7
d33d,10
aeb4,19
fb13,16
d81f,19
87c3,15
2477,13
00af,18
4be3,9
2dd2,11
0c3c,13
fc2a,18
2d34,17
8ab0,18
fdeb,20
9404,15
97f8,11
e52c,14
4573,31
3c35,7
00ea,14
e7c7,12
0f0b,10
6bb2,19
f8ce,16
098b,17
5806,16
6f1e,11
845f,17
a987,8
50b8,18
dd52,9
602a,12
1827,17
e652,12
8fd8,11
b557,16
5ad9,13
c0cc,10
4773,19
f92b,15
dd9d,15
cfb1,13
6c00,16
5095,17
311e,15
ee3c,20
3cdc,14
649d,17
443f,13
b222,15
3a4f,14
ab92,13
cb3f,14
197f,16
29cd,13
5bdb,22
4b07,14
f87e,18
84da,14
718f,15
e804,7
ae7b,9
c297,10
79ee,13
e0e7,21
3028,10
d683,23
1589,10
6231,10
49ab,14
ad36,16
cac2,18
6dc5,12
2093,16
f12c,9
f17d,19
dd42,13
4787,16
4e19,13
cc8a,13
a25a,17
7e72,19
c9dc,19
5ed1,11
08fb,14
3d61,12
9366,14
5aea,15
d585,20
4ea3,18
4279,13
a7b5,20
6389,15
e27d,14
f49a,15
3f65,18
6cda,8
1681,17
37e5,14
38cd,16
e065,5
13a8,10
9f36,19
6ac4,15
d640,12
5250,17
865f,12
6f67,21
909a,10
c104,13
fef3,14
b045,11
4156,10
cdf4,13
811f,20
6a66,14
7e62,14
ba82,16
1404,13
ca54,18
7d99,16
493a,9
4b52,18
9776,15
bf89,7
7e6d,16
0238,14
4bfa,9
bae8,16
ea39,11
aae1,8
dcc9,16
33f7,12
d5ee,13
08c6,16
7760,14
5875,18
e5d2,14
22f0,14
bf15,18
3215,10
7aa6,19
8908,14
2a05,8
82fe,15
f4eb,15
5c63,17
9abe,13
2788,8
5d28,8
efaf,17
a972,20
d471,11
9613,18
c8af,12
7552,9
0ab7,17
111c,17
5d48,13
0a5a,14
3f80,12
b25b,20
2ff1,11
82c2,14
4a45,12
a6d7,8
0702,14
e7d4,20
10e5,14
5d04,18
6df4,11
4669,19
0fc8,15
869d,9
4c1f,14
8ddd,17
5596,10
e3da,14
2c66,18
48d1,12
c2d6,9
01aa,10
dd56,11
5c20,10
8e3d,14
af0f,11
4072,13
62e7,17
e9a0,11
ca21,16
0071,14
cefb,14
16d4,10
e5eb,13
89fe,11
c628,12
2b9c,16
8077,12
b2a0,19
6a71,18
b30e,12
2777,15
3488,8
69a0,16
00e8,15
0796,20
87d6,11
222c,15
0e18,13
646d,13
7b0c,21
7cc9,14
5235,17
0a67,21
df66,14
04a7,11
e10f,15
c339,9
84bd,11
7628,9
748b,14
acf8,16
7480,16
ad04,10
48a2,22
4523,12
50b2,10
08c4,12
1da7,7
01c1,12
2b41,15
4d49,9
913d,13
a205,12
7bfe,9
b0bc,10
55d3,16
7a76,10
070e,15
c35f,14
85b9,19
e3f8,16
4157,12
87eb,19
8dd8,12
b455,13
0466,14
5a13,12
0cee,14
159f,15
1b3e,13
24c6,10
5ece,20
61b1,12
d1b4,14
8ece,13
7a63,24
2529,14
c8fe,14
b768,11
35b3,12
3c4c,12
df00,17
83f1,15
2bd8,17
4b40,13
d534,12
ec1d,14
63b7,11
c496,13
5adf,7
f7bb,17
18be,14
21e9,12
628e,14
ada8,15
0e76,10
7cd2,8
5e56,13
a1d5,13
28eb,16
1d8b,19
cd0d,14
58fb,11
effa,12
b61d,8
ac92,17
3ad5,14
c0e2,15
d9dd,14
03ef,22
74d2,15
abc4,20
af96,19
e38e,8
0be1,9
8fd3,16
c92a,15
3b9c,17
e135,17
3824,12
e84b,12
917c,19
71fc,21
7478,13
617f,11
96b6,8
4e86,15
4ec1,15
534f,8
9b59,10
7b9d,11
678f,9
8227,16
0450,11
62a6,13
3919,12
0c92,11
a368,12
5174,11
2784,12
b78e,14
e6e0,17
4654,13
6039,12
bc9d,11
d57b,22
62e3,12
10e0,16
1cc6,17
c8ac,7
1950,13
98ba,17
cd01,16
995c,14
6986,18
cdfc,13
72d7,20
f2eb,14
7556,13
347e,16
f44d,10
afb7,12
8551,14
1f10,19
2dde,17
947a,16
3eb5,15
334e,9
ff44,10
d496,18
3b23,15
e0db,12
0a38,26
0dfa,20
6d71,16
2701,15
04c3,15
495f,15
3aa0,20
f851,19
2519,18
31a9,21
bb6f,11
3e1f,13
a831,17
0da4,18
91d7,14
09c1,12
68e3,16
b118,12
f57d,7
d6d3,14
dbb4,18
d31a,14
e00b,9
da65,14
0265,13
e429,14
da5a,13
30ba,9
3b2b,14
59e0,12
75b2,10
9751,18
5e3a,16
caf0,19
dc4d,11
64ca,17
9255,14
0c36,13
9396,16
46c5,8
f6c9,18
b7c2,14
03b6,13
1c8a,19
9e36,17
e09f,10
4e1d,13
8d8a,13
4e03,16
f7b2,13
b8de,13
fca0,11
bc17,15
1654,17
d3a9,14
e099,16
0586,18
4c62,12
c214,11
9e33,7
88b8,20
efe6,15
1ed1,18
b062,15
6e2e,21
2dd4,17
45c0,17
93b2,18
64b1,14
671c,14
63ff,16
5e87,20
0a89,11
1255,9
88ed,15
7325,16
5378,13
6ef5,10
a9c7,11
a9f2,21
9d51,17
1164,17
7075,19
c4a9,8
783d,13
14ee,14
b72b,13
55f4,20
5e19,19
054e,10
5ea3,15
a7a0,19
1dfd,12
a903,12
9e98,10
bbe8,18
cdc8,15
1d14,15
225e,15
7d7b,13
2e35,18
9002,13
48da,8
807c,10
2e3b,20
1243,15
0556,16
95c3,8
c18b,6
61ef,11
ba62,13
7056,7
b7f9,14
9d01,22
120c,16
feee,16
482a,18
8a90,14
eeba,11
9739,13
1b9d,15
e5dc,17
560b,13
f57a,13
0143,14
f46b,10
8a5d,13
6b99,11
3ea1,26
71e3,14
3c2b,20
a4c3,17
cf1a,19
e227,15
da2f,12
d369,14
b456,18
2bdc,14
eace,11
ad00,13
f01c,13
4ef9,14
699b,14
3858,13
e90d,18
e216,10
9b3e,20
71be,15
4134,17
e708,17
25b2,14
8fe1,13
cfee,14
627e,15
4fce,8
0fd3,9
c6db,19
485c,16
cfc2,16
ab2e,11
dcb0,19
927f,14
a13e,14
18f5,8
df42,18
e0e2,12
24d9,15
2345,12
f0b3,17
8f21,16
4121,14
e31b,10
f2fb,16
7810,13
cac6,13
9f58,12
1e6d,11
eea7,13
db45,12
b6b1,15
e6bc,5
2b7e,12
e91f,13
ec41,16
7bc1,12
eac5,13
42e8,12
c2d4,13
c4ad,17
b9ed,15
27f9,10
ce37,16
69d2,14
b739,12
b07e,14
e2de,18
d851,11
a8a1,14
af0e,11
30e9,12
cf22,21
04ff,19
bab5,19
85e1,16
3848,13
b7a5,16
db08,19
70f9,13
58de,13
c8a7,15
368f,7
1dc9,13
2af4,11
e91a,16
d1de,18
c158,9
be4f,13
bf03,13
475b,12
9a02,16
7f6d,15
5570,14
35c8,16
f69a,13
c80c,14
1d0c,15
3a26,13
c9cd,14
675c,13
fff6,15
de3a,15
e215,13
b626,15
b683,17
ef51,13
00ab,14
e9b1,15
cc2c,16
839d,16
7a80,9
4e43,21
0a5c,13
a1fa,12
4da3,18
b14e,16
b77f,13
eacf,11
77b0,15
6b19,17
fea3,14
ed9f,11
8d87,7
b12f,6
bb97,12
b5ac,13
1e39,12
cdec,19
a926,12
a7f7,15
2512,13
5099,12
73f7,11
fe59,14
4c8a,19
fd2a,14
c2aa,14
2aee,11
2397,11
3ad7,14
7807,17
0f3a,18
e092,15
4119,21
c2a7,14
3a4a,12
227f,15
ae05,18
682e,14
1687,10
a1ad,10
bb07,16
33ad,11
ac39,20
a34e,10
5541,15
2ef3,18
dd97,21
2f59,15
80f7,14
a084,12
89d0,11
881a,9
26b6,10
0527,15
85b1,18
82f3,15
cd81,8
0e27,16
b5f1,15
edda,13
44d9,17
721b,14
f2f9,14
fe82,17
e559,9
26cf,10
75dd,7
1ba5,17
88e8,18
30c5,17
379d,14
8e47,19
e1c2,14
a5e1,14
bcce,9
ed89,16
533a,12
366c,18
3db8,19
8af3,11
f094,20
991e,16
faa0,14
0729,12
751e,13
176b,7
2670,12
c812,14
e9e8,18
dd2f,14
7bbb,11
2773,12
cd8d,8
70a5,10
bf09,16
0945,15
bb14,18
530e,11
3372,16
8391,19
75e8,15
3402,14
b9ac,14
f44f,12
dc01,12
7ce9,15
a3a7,11
1eaa,10
bd9d,10
a949,15
d8d2,21
4f46,16
8c8c,18
a4a8,17
15ce,17
6f19,15
0043,15
e033,16
9884,17
6579,12
778b,11
a6dd,13
15ba,11
7c30,13
ad54,17
4de3,15
893a,13
7336,14
2ef0,15
b813,14
0474,15
6059,15
be22,15
4035,15
9e18,12
97ac,10
a14c,15
23e4,16
83a8,10
317d,8
f57b,11
8301,24
6cf1,14
ae7e,10
7781,21
e5c4,17
d8ee,11
afbb,11
7d04,18
975d,24
2ea1,16
de1f,11
ca24,9
9121,17
a282,12
8069,10
d6ac,15
1fbf,18
3077,15
fd06,10
f36f,7
eb18,14
8baf,10
6b31,19
f7f3,12
a1cc,16
e835,13
398d,14
396d,16
5c9b,28
53e3,11
fa56,10
e6d9,8
19de,16
f20b,13
7cdb,14
9865,14
45c2,13
7512,15
d03d,9
17a7,10
6fe7,13
a88e,15
0512,16
b262,16
7d00,18
888c,11
d5bf,20
73aa,14
2752,13
388d,15
5ebd,15
e5b2,11
6e56,8
8804,11
dfe1,6
8dbd,9
3563,14
cae2,16
bf45,14
1313,16
d17f,13
f416,18
140a,14
ac6c,12
1092,9
0874,16
ad96,11
506f,10
c97c,13
1b2b,9
4bab,13
9069,13
0667,18
a2a5,10
a21c,14
9c2b,14
ac50,10
dbe7,20
d792,10
8eb6,15
5ace,12
75f4,13
b02d,13
2349,10
904f,11
d9df,15
657e,13
52b9,18
788c,17
ab64,18
89f8,10
fc78,8
0e86,18
0a33,6
a41a,13
9727,12
2027,17
cc3b,17
9b74,17
e43c,6
8300,17
54d3,23
02d0,16
58e5,13
d20f,16
617d,12
ebe0,18
c24b,13
2adf,10
f3b3,18
1e15,20
ab52,11
3817,7
95d3,14
b154,17
c9d4,13
f50f,16
f7b0,14
dcb5,19
566b,9
05fb,9
7391,11
e030,12
64e4,17
e955,13
e435,13
ef03,15
0a6a,13
a36a,15
c8d6,15
60f6,16
6b08,24
3730,15
60ea,16
86a9,10
7b61,14
7eaa,9
9a34,10
9e5f,22
9750,9
fcb6,11
7185,20
04cb,17
6d67,17
20d3,21
2712,11
f3bd,8
5aeb,11
969b,14
27b0,12
d7fb,9
54c8,14
e342,16
3aff,14
7600,13
457c,19
2364,11
b658,15
c34d,22
5a01,10
0815,14
6326,17
609c,13
9638,8
1be6,11
e5d7,9
865c,15
15a2,10
b9ee,19
de82,11
8767,13
3477,13
fbe9,10
1590,14
1027,14
621b,15
9d36,15
2dce,18
8d05,12
72a8,16
0938,13
e84f,12
355c,13
9d97,8
508c,8
ab5e,13
7dad,15
bd94,10
093f,19
58c8,18
aa5b,17
432d,12
88e0,15
b26b,20
bc9a,17
e2cb,17
e6ff,14
1432,12
d00a,12
2198,12
f04b,19
eff1,15
140c,21
9818,14
288d,14
9660,15
d6f5,14
0148,15
d8f9,17
420c,13
382d,12
5581,14
74a2,18
9ed9,11
9f76,17
61a3,17
827e,14
6ce7,17
57ba,13
4afc,10
036f,10
b5fc,15
e604,20
b171,12
ab29,11
ad6f,14
1cf8,7
03f8,10
b269,13
8d26,20
d2db,11
acbe,17
38b4,12
acfc,16
3b97,14
c53b,14
ee39,13
53c5,14
a2e8,20
5650,16
ec99,15
2f8f,12
9839,11
ddbd,14
c466,11
b273,17
623d,9
3979,12
1a1d,11
8aa5,15
6dcc,16
03aa,13
524c,17
0942,16
5654,15
a19a,9
5ca9,14
a1e6,13
dbd2,12
d6ad,10
74a5,14
1f9b,11
f899,21
b5da,14
95f2,20
418d,15
abbf,19
9a3f,16
7c97,11
e6ea,14
8c6f,13
cf83,15
29ad,12
05ce,11
93c6,11
2f12,15
a049,10
2f19,14
0b22,14
7cb3,16
cde9,13
de3f,16
cd45,20
8ca6,15
e68f,14
ca72,12
d62e,15
5482,8
4117,14
4354,11
03c7,10
3107,16
acc3,22
12a7,17
068c,18
64f1,21
0259,10
c4d6,13
505c,18
9735,17
ab22,16
e14a,10
ad12,16
9385,18
67f9,19
041b,18
66df,15
393b,22
02c4,20
7f3b,19
686b,14
8dbe,13
59a1,14
aebb,11
840e,20
f135,13
6e2a,17
d217,14
cc10,7
2ddc,13
6dbe,16
0721,13
9f02,11
b3c3,18
a509,18
8afa,16
0e54,12
d0f7,11
ad56,19
2e0c,8
81f6,17
3050,19
d403,13
9126,12
ce9d,11
a09e,18
7eb2,15
7f55,9
e81b,20
d210,11
5a5f,14
a01d,14
ae37,12
3476,11
e387,17
f5af,14
a875,7
fe9d,14
3552,15
72aa,26
9027,13
c797,12
5198,13
e3f3,13
c141,10
454e,14
9f46,15
5271,13
eab1,16
afa8,12
d4db,17
e9fd,19
72a2,14
5ea9,9
b6ac,14
0218,12
d0c7,20
985d,12
af91,18
2ec2,18
e4a5,12
e8a8,11
a26a,14
5119,21
4299,21
facb,16
66ef,14
5e5f,18
1850,20
77c1,12
584a,11
083e,20
cc7e,14
e02a,16
e79f,16
55b7,11
87fa,19
8a60,10
2b8a,18
b01e,20
a8aa,12
c9fa,10
a612,11
b098,14
2bd2,17
ccd7,12
e829,13
f8d8,11
dda0,14
ee56,17
c8a8,20
ce13,15
ebc2,19
f834,14
9991,12
8471,10
79b3,12
1aec,14
a702,12
2684,16
967c,16
39d2,13
b285,14
51fc,14
35c9,12
cc2e,11
3a9c,7
b2fe,7
5c5b,17
2ca7,20
8366,17
2bb1,14
6ab6,14
e9c9,13
4448,21
250f,13
17f1,17
1fc6,15
60fd,11
4a96,9
ab6e,19
96a2,13
a4a4,9
105c,13
9840,14
2e78,21
02cd,18
379c,10
4bc2,13
9f09,17
86ea,15
669f,21
e99f,15
86e4,19
7b23,18
4ddb,10
1393,13
fcc9,13
56dc,15
ef84,16
cb63,7
5c12,17
e733,15
a270,13
d2e6,12
4ffd,23
cb5c,12
fbf4,21
1e7e,15
c486,16
f30e,12
85a9,16
d287,11
549f,15
c245,13
fbfa,22
a8ee,15
8b40,14
21fd,13
0fb5,15
3681,20
8b25,12
7549,18
00f0,18
1af0,13
6835,14
62ab,17
8219,16
0de2,14
5127,9
2118,12
c977,10
d58c,18
5603,14
d389,24
d35b,11
ff0e,10
5304,15
eb7f,15
6308,8
66f9,14
f58d,12
618a,18
64d5,13
3555,17
73da,9
b070,7
16b1,8
cb18,15
e922,15
afab,21
a5f8,22
6990,15
f339,16
7cce,19
2f37,15
8b80,16
e724,14
fc07,18
c698,23
9761,16
3218,16
6f44,19
9522,12
346c,22
2dd5,23
1bfa,13
92e8,14
b271,16
42bf,17
f8ab,13
c62d,14
f84f,12
c061,13
f340,14
ac87,10
7d9c,14
e7db,13
36c6,12
4f89,15
d513,13
3662,16
74af,10
b9c4,12
284f,16
8b22,18
5f5b,20
2505,16
9c37,13
2d59,15
858b,18
d5f4,14
cec5,16
3f72,11
2b4d,18
93c5,17
ec46,13
6528,18
bbad,13
35b0,10
b395,13
19b9,7
c619,20
db59,12
bd3e,14
8510,18
122c,12
5a28,8
a01c,15
2406,13
e639,14
7e86,16
74b6,14
94fe,23
75cd,9
ba36,3
cb37,12
4fb2,17
1803,14
5f40,15
87a3,12
f801,19
8b43,18
c097,14
d4df,14
bbd8,14
53ea,16
eb92,16
5fa2,16
dd6f,13
0e99,12
