byte,count
fb0d,11
a11e,8
5ff4,19
b363,20
ca88,18
da14,13
e34c,17
4090,15
6897,10
a0dd,16
0b76,6
7d30,15
cb39,11
252a,12
0c79,13
aaf9,13
a8ab,7
59d3,11
544c,21
5b00,9
bbe4,14
9ce1,16
5607,11
19ce,9
2a38,12
a33e,16
4601,13
7232,16
758b,9
3217,11
a6d3,11
2a30,15
4673,17
665c,15
4b17,6
ffbb,10
727c,11
268a,10
38e2,7
5dcc,11
260b,13
e121,14
f0da,18
7a3d,14
c345,14
b2bb,9
a90d,15
bdef,14
d2f8,13
256a,20
6a28,7
91a0,20
ad61,19
84a1,9
cb30,14
0cba,16
4a3a,13
cf8e,10
5d9d,18
8916,8
877a,12
e5e2,15
7995,15
0514,13
6e75,10
8ae3,9
ca8a,16
d089,14
190a,17
76fa,21
d001,13
b69a,12
639f,15
1c11,11
ca71,16
08a6,11
4903,12
42d1,13
a374,14
5db3,12
4756,14
f482,8
61ed,18
c181,9
1591,12
7b90,15
0fdc,8
2791,12
d582,17
f338,11
ae93,14
eb00,12
75ba,13
79b4,9
064c,9
fe7d,10
68bb,14
fae7,15
e33e,12
421b,16
7d40,17
d6dd,10
a754,11
04bd,17
a09a,8
8cf8,12
c3af,12
312d,9
b80c,7
6dd2,8
7d69,19
9799,11
fb30,18
1ec2,12
375d,11
ff7e,14
15f7,10
de3c,14
2a01,13
3576,17
343c,9
8659,11
7b3a,19
e623,9
2929,9
7b19,8
f9f1,12
111d,15
90ab,12
83c2,8
20a2,14
788e,13
86ca,16
70bf,13
8df1,13
2e00,17
109a,16
e9bb,15
2a79,12
53c3,14
6067,16
058f,17
f3c1,12
486d,19
086f,12
c0ec,12
20db,17
cc5b,10
7f67,12
cb0a,15
9f75,13
73a6,7
d4d7,12
3c02,11
abbd,15
5a0c,17
5377,14
70fc,17
516c,15
38d6,13
bd55,25
fb67,8
3520,15
8cbb,10
e756,14
2156,11
9004,12
6e4b,14
5d52,12
a3aa,13
c35c,13
8a16,18
b458,12
59bc,10
e8e3,14
a727,14
cebf,19
2d2d,10
9d53,15
69af,18
3e27,12
a025,12
e794,14
32e5,16
c3cf,11
7236,8
1533,18
d0cf,11
fb22,12
a172,8
5812,17
6a32,10
188c,15
2aa8,12
eb93,12
8e2f,12
d6c8,10
dab9,12
19a7,10
172f,10
cf1c,10
ca55,14
147d,18
1fcb,15
68cf,9
0f7e,17
5766,14
2daf,13
cd53,11
4246,14
4bac,12
451a,10
6a4a,14
2518,13
84ae,16
5d9f,13
73de,13
b199,10
e736,12
82c8,10
7fb9,11
df82,13
c058,15
6cc3,17
012f,9
18ec,16
6e99,17
4b2b,13
3f59,13
b49f,6
5d6e,14
dd1c,9
0a64,15
8d58,10
4b96,17
1915,10
6c59,13
d267,10
ca5a,13
bb85,15
73b8,8
da6c,15
cd3b,14
9093,11
f451,18
db12,16
1328,14
1039,16
12ac,11
f2b0,14
387f,12
d35a,20
02e4,11
3428,15
4145,12
3711,11
0f82,18
788d,16
d603,20
02da,13
2d8d,13
0472,18
b5df,17
d318,15
9a7a,11
4e26,7
08e8,10
a8de,7
7a01,9
6f7b,11
a24a,15
30e2,13
cffe,7
8851,15
8d46,21
431e,7
153b,8
c6e4,19
3693,11
a507,13
4567,12
5fef,13
dd5e,11
948a,11
46ec,10
f31f,8
bfe2,8
48f2,15
0929,16
9781,7
4d70,7
002e,10
b83b,18
e54b,11
f47e,13
ae2c,5
a283,11
6750,15
607e,14
d9bf,5
4f02,13
6f54,11
8edb,12
bb32,15
f067,18
7f7d,20
7828,14
d486,10
5179,12
eb8c,12
a3a3,10
e9c6,14
bd63,9
1aae,13
1e47,9
81a4,12
254e,11
043b,16
e687,15
618f,13
0f38,9
a7de,9
399d,8
d46b,11
d038,13
7376,12
439c,14
0642,19
5000,12
bf11,14
f88c,12
7456,12
02d1,8
c8c4,15
c358,8
2c61,13
4c39,11
9dd7,5
5781,17
7820,5
8f01,13
65fc,11
fa5d,13
8d53,20
46da,13
86aa,17
756a,8
da7a,11
b7db,14
dc2d,12
e845,13
d2b3,11
5c14,12
87bc,25
c9c6,11
c5ad,13
3955,9
5dce,10
2e47,8
ff88,20
cf52,16
dbef,11
a0ca,12
67f3,13
930e,13
384c,19
b88a,8
5b10,8
4c92,14
5626,13
b69e,5
adfa,15
3e91,11
bdbc,15
c851,8
0545,19
80a8,13
8be0,9
bd6a,13
0af6,11
859d,20
a418,9
2865,16
277c,9
b774,11
3c38,15
7cd3,13
4c6a,16
b012,17
8012,21
49e3,11
c8a3,14
eeec,13
d811,17
598f,16
3b0d,11
432b,20
6279,14
04ea,11
6632,10
3626,17
c946,13
d74c,16
9278,14
2531,8
9f26,12
e874,6
2af3,16
f06c,13
5e6b,8
bb5e,11
9919,12
8dc7,11
51f2,17
b1c7,17
3db3,17
6c5b,15
d687,21
3e69,16
8b97,10
9864,16
88ee,13
16c5,13
4cbf,16
5f68,17
65b1,9
a86b,7
804b,9
64a5,14
c839,14
b990,12
0ace,18
7834,9
b676,19
25fc,9
05bf,14
562c,17
5cf7,11
215f,12
64ad,19
d5f3,17
d8cf,10
b95d,13
41d8,18
178e,7
b672,11
6f94,11
b41e,9
7daa,9
25a3,15
7aa1,14
6462,12
6c94,14
f275,15
b9e6,9
daf6,14
4bcb,17
c7d8,9
27a6,14
010a,17
98ce,14
7875,10
e86a,10
abf8,15
45d0,13
18cf,13
452f,10
ca00,13
d295,9
94eb,13
7c8f,15
8248,5
508f,8
5732,10
8db5,13
cb68,13
46e7,13
98e6,7
bade,11
2d72,21
f4d5,17
3941,10
c701,15
92f9,9
159c,12
eaf4,9
811a,13
86ec,11
1caf,9
30b0,13
6663,13
61dc,5
eafc,19
1949,13
ecb1,12
0e26,10
f940,15
9661,10
8e81,15
d265,21
773f,9
3f51,14
b228,12
cd96,11
675b,17
765f,9
e9ce,18
007f,15
184e,12
56ab,17
ab0c,15
cb1f,12
c956,13
2589,14
925f,11
b54a,13
4e6c,16
e5af,11
81c7,13
591e,8
094e,16
7043,13
5375,8
a34b,9
9f5a,14
2914,15
4ba0,15
0067,17
606f,13
0cc7,11
643a,20
1b55,11
e4d5,12
0612,10
08e3,8
7c27,12
bfdf,12
e321,10
f59e,10
9125,20
0823,18
332c,8
f7d9,14
7860,12
1504,18
9f8d,16
01ff,11
f1ad,15
89e7,11
8751,8
4900,16
ffb4,9
afe5,16
1bcc,14
8dc6,16
29d1,13
fb1a,13
1ec8,12
b457,14
656e,15
61b8,6
8fc7,20
3af4,10
875b,14
4f25,11
231a,18
e53c,12
e6fc,15
f2de,13
b48d,18
0579,15
52c7,14
ca06,9
c1a7,16
d604,12
3529,14
baae,7
cb5d,12
881e,21
04d9,13
7421,12
7b57,16
de93,13
6197,22
0f7d,13
bc8d,16
2e83,14
e3b6,13
ae07,11
44a1,13
b254,14
9f0f,12
7126,12
0878,11
7793,9
cc95,11
b58f,8
8f6a,12
8f2f,12
3a09,12
d7da,16
1b4f,12
40b2,11
ae31,15
fa0f,17
dc1c,10
e4c0,13
2e4a,11
5558,12
8768,7
10a5,15
b063,16
6d5a,9
b194,7
d504,9
8475,15
8ef1,10
2ce7,15
0b2b,19
ac4e,14
3ab7,11
d0f4,13
ab93,19
84d5,9
7cbc,9
161e,15
e523,16
5b67,14
5cb0,14
14e9,16
39b7,7
161d,12
52bf,15
fe6d,11
aad3,8
70c5,9
61c6,14
6c6e,14
0537,16
4631,18
a847,12
25ea,16
ce81,14
9eba,10
33a0,16
7a31,11
e1af,17
ee0d,15
8b51,8
eee3,14
7435,16
2816,13
21aa,18
604b,16
0e4e,12
d75c,10
e8f9,14
bad1,9
056c,12
ab2d,10
b901,13
af09,13
6848,9
51f1,15
2b1a,19
a600,14
d96a,18
0c3b,10
04df,13
5e32,12
bf94,11
5db8,5
b2c8,6
e310,11
1c4b,13
3120,6
de29,18
5dbd,9
a904,13
fd8c,14
a9a3,13
7470,6
5d76,15
4d7a,19
4085,9
f0d5,10
950d,10
7217,11
1e34,13
8f4e,12
d60b,11
afba,13
a1cb,18
308c,12
ab16,9
40fa,13
e83f,11
6306,12
e015,13
cf5b,13
977e,11
4e2a,14
4f37,9
0120,14
f1da,10
1e60,11
55c3,10
9ebe,5
4151,8
0576,13
66a3,12
904e,19
3654,11
8063,12
e855,16
0263,13
a317,18
da83,14
c9e3,14
5f57,15
f567,8
2a21,11
9876,15
1269,11
df80,15
f633,10
3a00,11
be31,14
006e,10
4c89,6
b4a2,14
b515,11
7e33,7
7b87,20
44e3,17
7f17,9
664c,14
ea89,17
fe5f,14
70ef,14
077d,13
a867,12
c69d,9
53b6,9
7763,16
c830,18
0baa,18
ee33,15
4c81,8
b18d,13
a93d,6
cd44,14
8a5e,12
26d3,21
b737,16
ad0e,12
1da2,14
7c96,11
44bf,11
e54d,15
3e43,14
86a1,13
8480,14
f167,15
e917,16
7276,12
f16f,16
4094,15
050e,10
714b,12
81ce,11
86d9,14
6b53,14
9d59,11
8e58,13
da32,14
e36f,14
72d2,14
946e,7
7c69,9
80d1,13
7021,8
44b4,10
414c,20
05fd,12
de16,8
2476,14
9f73,11
7795,16
aac8,14
2c4d,8
1d5f,14
5825,10
1406,17
dd03,15
a2e9,14
22f7,16
c8d0,16
258a,11
a22d,7
d83c,13
6ec9,11
be9e,13
9cb5,15
beec,14
369a,12
4af2,11
1d2c,15
d8b1,17
69d5,17
dd95,13
1b19,15
337e,13
24a8,14
4009,11
71b3,13
8ab5,5
a95f,12
f4af,10
8801,12
3954,15
8816,13
cf7a,8
7ee8,18
c91a,12
0f9b,17
a22a,5
16a8,12
f1cc,12
b43a,13
7af7,10
79b5,18
11fa,10
72d6,22
9b12,13
1d1c,16
f9c6,12
d48c,10
d788,20
0381,8
90ca,11
dd92,12
1898,13
7a3b,8
1321,16
0688,16
6c21,8
7c04,12
0f8b,8
61cf,19
cd5f,11
c23c,12
23a5,9
864b,11
7982,13
a1a2,7
a985,13
fecb,10
fb23,11
4ba3,11
8be5,17
a860,10
7f8b,10
6de7,13
0c9f,13
e064,13
374a,11
6382,15
ce4a,12
a5b6,14
619e,12
93d9,15
e2b8,13
024d,14
f6d5,11
590c,7
6be8,11
bafb,14
d114,21
4e3d,18
7db0,10
abc0,10
e95f,11
56cb,19
6fe0,12
2de4,11
2c04,19
f9af,10
2422,15
5a9d,10
d179,10
1d88,13
4e4b,9
27da,11
f12e,22
afef,14
2a77,15
430b,13
de68,14
5e4c,7
b8ee,13
6318,13
3539,13
aa90,12
223d,10
cae5,11
7bf2,12
3b3f,18
d9f6,9
1dda,12
0a6f,16
6561,10
fbc9,16
976b,11
d7f7,11
32dd,10
5de7,10
7644,18
b7d0,7
1a1f,16
5ec3,10
7467,8
5da4,11
6efc,16
4aaf,11
43ad,13
0cf2,9
b008,14
cf27,12
e7ad,8
2055,10
9152,16
b7b8,10
52b4,15
65b0,14
3ea5,17
8d45,15
8420,7
0b77,8
6774,12
1c99,11
8e03,12
d5c6,11
f289,15
ca66,12
fba7,12
c5dc,8
d7c8,10
7fb5,13
642e,12
3f4e,13
98f7,16
b9e9,6
8984,13
8cfc,14
de46,12
5cb4,14
9dc4,15
a465,7
ac2c,15
9c94,13
4643,16
5531,11
5465,18
b1b0,23
79ad,12
f5f5,11
86a3,10
a7cd,7
2868,11
9b19,11
b99a,10
11ed,12
dbb8,12
f456,11
5ab4,8
e642,7
4bcd,16
379f,10
11c4,11
28dd,12
5c49,13
b7e9,17
f13a,13
613c,18
89f5,14
9506,12
d487,19
c6e3,12
f182,16
cac7,14
700e,14
8352,16
2a71,9
3a04,14
5287,13
e024,13
55df,9
ca7c,13
aee8,19
db05,19
a1ae,15
6aa5,15
8d4d,19
4960,10
3bdc,13
265f,9
b101,11
1fbc,4
c733,12
00ce,10
6c63,13
1f19,10
d1d2,12
674b,10
aae2,13
b753,13
19d9,8
1e7d,9
9c71,10
be94,14
2c67,11
39cb,13
c36e,9
848c,11
f494,17
696a,13
b17d,14
6868,17
04ad,18
ad4d,14
e8e5,19
58d0,16
4070,16
0866,10
6a8a,17
825c,18
748c,11
8f47,12
1c25,22
b87b,14
9d74,16
2281,14
eda2,8
7bff,10
79ed,7
6f29,14
a75d,10
dd64,13
166e,9
d931,15
a369,12
5209,15
2086,14
966a,12
54d9,10
9cee,12
e594,15
3ad0,11
8adb,11
f224,13
0292,13
1e56,15
05dc,11
0f20,11
54b8,8
bf77,12
dbdb,13
0751,8
11e3,12
8e69,14
4437,13
9842,18
b71d,10
a9fd,18
1691,14
331e,15
6625,10
649b,11
7012,15
c389,19
16f9,15
238c,15
0c51,10
85e9,14
8c9f,17
b665,16
7a91,17
1d6a,21
7468,12
890e,13
ab32,12
9bff,9
292f,15
4fee,17
fdea,14
1c12,9
14f1,12
b604,15
4cdf,11
7c70,11
8b84,20
2391,8
07bb,10
02d3,14
abae,10
57da,11
8074,9
a330,9
e69a,14
1a3b,13
4187,10
8937,7
fb0f,19
7ea0,10
cdc0,11
d9aa,12
b468,15
d38e,18
14d7,10
5175,12
0140,10
a958,12
c9f5,7
4c70,12
d659,10
ec38,11
cb3a,14
e93b,16
8615,13
9484,15
a818,15
0fe8,15
cdfb,7
6d35,13
ad11,10
4390,10
5604,8
7faa,15
7a60,11
f6a2,12
8ade,16
35d7,5
c704,8
3ef5,17
f402,8
4a1f,16
6b52,14
548f,9
f056,13
fbac,16
999c,15
3ec5,10
ea16,10
9b3c,11
61db,13
6838,10
83a0,21
d4ab,15
0287,22
fdfb,15
7d80,11
9693,15
eb2a,11
2a6f,22
0021,14
616b,14
610c,11
7d01,12
8432,17
c9ce,14
4c1e,17
11b5,10
1b15,14
2f4b,13
956d,10
52a7,12
1882,10
708d,13
0467,23
2fd5,15
91dd,13
bd23,13
db62,8
e25c,7
1350,13
9dc8,9
fd7b,9
212d,5
7577,10
9a16,15
fc55,12
a1b6,11
c163,17
d871,19
d3c5,10
db3c,14
8fc1,13
c0ea,8
0c08,19
c4b2,14
5cb1,12
7945,7
b5e3,17
0c03,21
9cbf,16
15a4,16
1020,11
745e,9
e23f,10
60f1,18
e5ab,12
0c25,14
6370,16
106d,13
6164,13
4ead,20
0d76,9
6a6a,11
e43d,14
632d,7
6602,9
6a1d,14
8494,9
86d6,15
b3ef,13
637f,16
eee7,9
4e23,14
d05d,11
ae6d,11
3dc9,7
69b3,14
7f3c,14
7ad4,14
16ab,10
cc6a,16
67f2,16
38e8,18
1a7d,9
7359,11
392c,14
530d,12
35e8,13
4a17,16
cff1,14
4a92,10
c184,6
c6e6,15
01a9,6
ff84,9
41e9,9
381c,10
ef07,17
3e54,10
6af6,13
96d1,9
ce86,12
4585,9
dc90,18
8888,13
646a,16
46af,12
5396,13
3537,11
bda6,10
0224,11
5672,16
da46,13
e432,15
a33a,17
6cf3,16
27cc,15
c6dd,9
8fde,14
caea,17
1101,6
58a7,8
d11c,12
6728,10
b664,17
474f,16
a4c8,16
c58e,11
93bf,17
da1a,16
08af,13
6d94,12
9f48,13
7b35,13
9f5b,12
4188,8
1abe,15
62ed,11
be3a,10
ac1d,8
777e,15
9e67,15
7806,9
76fb,15
00c4,8
0844,7
2f24,10
f465,10
e7fe,12
ab5c,8
4bbc,13
8631,17
33aa,18
2d88,15
5a60,14
a4ff,15
9b03,16
e8b7,9
746d,17
ee6b,18
79a5,12
a2f9,14
e0f2,20
1c6a,8
ec25,8
2317,8
e077,12
3d00,16
3ff3,9
fe2d,12
1865,10
3ab5,9
a46f,16
fdae,23
20de,10
f193,8
e6bd,14
e178,10
b380,12
7881,12
59a5,14
d214,13
0182,13
5963,10
7176,12
a06e,11
bfcd,11
e2f2,17
35ef,11
e805,10
1c20,13
df5c,13
8654,14
83c5,11
afe6,11
3088,14
289d,12
f7eb,12
a6ed,10
2302,13
46e0,7
f0ba,11
1d0a,14
4ef2,12
2bef,19
ff21,14
e079,12
eeac,14
665f,9
0197,21
a614,16
e9d5,12
bd49,9
d019,16
a3df,11
8415,10
3f7f,11
dea7,16
a7fc,10
dbc9,11
d729,11
63c8,13
71f4,13
e53e,10
c2e8,12
ef46,15
5cdd,16
4909,13
8c80,12
6fa8,7
4693,10
ed0b,13
5fb1,11
a0e9,9
a6c3,18
27de,17
b84b,10
baf8,10
f3df,14
93b3,19
f0cf,15
c514,13
f80e,13
be9b,11
cee0,11
bba3,12
1b14,18
ee72,13
ea5b,12
9ff0,9
dae8,12
17c5,13
b947,15
3cc7,11
8c27,15
4386,13
5bba,9
d4e5,10
90b1,12
5498,18
f215,16
ff15,12
bea0,8
5088,8
8392,13
8b64,11
f0d6,10
4671,14
a320,16
14fa,15
8742,14
32de,14
4ad1,8
816e,12
c663,9
54b2,14
bd12,16
1563,14
f872,14
c680,8
156b,16
eb3f,16
57e9,13
1ce2,13
f0ad,18
cf85,10
7eea,14
e278,14
002c,13
58d2,11
4aa8,15
04e8,7
28fe,8
7a71,9
e1ee,18
8a23,12
98e1,11
c15f,14
281a,12
75bb,8
e018,6
7038,11
be85,10
c99b,15
4a58,16
959a,9
0a80,21
9788,15
1d46,7
f336,16
d148,18
f84d,11
2714,8
d4bd,14
ce44,10
40b5,10
314f,14
96dc,12
77e1,21
6d8b,13
73e1,18
c595,8
b73f,17
4272,7
26e5,12
432e,12
7e0e,13
64fc,11
fabb,7
f4d4,10
73d9,13
6a19,7
b34e,15
df32,13
d2a4,12
3379,14
113d,14
92c3,22
7572,13
7dcf,9
768d,8
0127,13
7cf3,14
81ab,16
bb0d,12
78f7,15
15e6,18
9663,11
c7cf,17
1814,14
6211,7
0a75,15
0010,16
1e83,14
097e,11
acbd,8
a2cd,10
16c3,12
1a55,14
0a11,13
b9be,16
d5ce,8
5887,13
c3e2,8
8ca4,15
d671,13
9116,12
1211,9
7dbb,17
51bb,15
c076,16
2e1a,12
f039,20
6bab,16
9d49,11
34f5,6
ba1e,17
4bf8,16
fd02,11
9306,17
aa1b,10
657d,11
d622,15
aa9d,12
269e,17
e428,10
e6d1,15
ed82,14
2285,7
e250,12
2203,11
8eba,13
8ac0,9
5e7a,13
bd95,8
2640,13
3cd4,16
ff68,11
72a1,11
1bb1,12
9d4a,9
07d7,12
6a95,8
9279,13
17af,11
9f3b,18
8613,13
2228,10
8666,19
92c9,13
eaa9,12
da2e,10
64ef,10
d5eb,16
37fe,16
f608,13
242b,10
1cb7,19
cc0e,11
6199,10
3d71,14
8c68,11
976a,18
334f,9
fd33,11
428b,16
007a,11
2add,12
2f91,10
adcd,11
ee36,15
e4bb,7
5bd2,13
096b,12
3617,12
eca5,15
9143,16
184d,14
d08e,20
423c,17
4d32,14
74c6,6
1a3a,8
2892,14
3a12,7
d294,13
cc39,18
bb79,16
54cc,13
f730,14
2cf0,13
0041,12
c08e,12
a0df,22
a0a4,17
8b4c,13
d347,8
5d40,9
4d66,12
4e79,10
97e6,10
bf6b,4
9655,15
3c2f,16
99e8,11
ba7a,12
c732,11
3f0f,8
2608,12
7c44,15
ec65,12
a234,11
da31,12
670a,12
dc33,16
aed7,9
f51f,11
c467,15
ebb6,9
194e,8
4e09,14
320a,11
5fdc,14
53c4,11
8aa8,14
aec1,11
cfd4,11
d1dd,13
c3ff,11
eb3a,15
94a1,13
4060,17
222f,10
ca8b,14
2cdb,12
b5a3,13
a548,10
f869,8
0730,15
15b5,10
64fb,21
eee9,13
7f68,14
ce5f,20
5811,13
7cd0,8
610d,15
2b9d,13
b5db,10
05d6,12
5bce,10
c661,16
ffc0,15
4e25,15
80c5,16
c9ac,10
14a5,15
dfbc,9
167b,14
ab70,14
741b,24
5c90,10
7786,10
f25a,11
7e00,10
bd19,9
33ba,9
a02f,11
7bec,13
98b0,16
5a68,13
e19b,12
07a5,13
2325,11
6158,13
43bd,9
5668,7
77b9,16
95d6,7
ce7b,10
232d,19
6bfa,12
8490,11
4cd5,13
e811,12
c5d7,19
594f,11
7703,9
433d,20
1672,15
9038,11
83bb,12
50a2,6
2e4c,14
775a,18
8cb5,12
58cd,16
e12e,17
b9f4,11
0302,6
783f,15
5977,17
716e,12
a5d4,6
c426,10
0e84,19
d86f,16
d326,17
1be8,10
32cd,15
08ab,9
e7e9,13
eba2,14
bc35,12
4a0f,13
a04c,8
c33c,9
0d22,11
d8be,17
32d6,13
cef9,13
0200,11
c579,21
b898,9
0ae1,10
6be1,9
57b6,13
3c8d,12
3261,12
b675,15
640e,7
1ec0,10
77d9,9
9493,11
8368,15
af62,12
6688,12
9112,15
3297,11
8bc0,14
1e3a,11
697f,11
e091,17
5350,11
4685,15
80c8,12
004f,14
d0d6,18
1f64,12
d440,16
8049,19
538f,13
3e86,8
693e,9
72d9,14
8455,6
68f6,12
70ff,12
f8e7,18
3a78,11
efec,16
ecf2,9
9c67,9
b3c6,11
1722,12
693d,10
569b,11
d002,17
32dc,14
506b,13
c271,16
7f4f,12
4d4a,9
6029,7
5687,10
75e2,13
c936,10
383a,9
13ac,13
0b3e,9
a011,9
6651,10
d29f,13
7069,13
d73f,17
fa4f,19
47c2,12
6b8a,20
c7df,8
92c5,17
4a38,11
0901,8
c853,17
03b1,10
3f8d,16
a2b4,12
6ee1,16
f9f4,12
1333,13
bd0a,16
6c35,6
7a04,12
43f3,9
7c7e,10
74c2,11
0018,11
caef,14
0aca,15
f6e0,16
1e41,12
d08f,11
3b3a,7
a086,14
255b,15
c392,17
48f6,9
eebf,10
6d96,14
4f28,10
55de,13
c498,13
6511,17
5c08,11
3b3d,14
f250,11
304a,13
6a46,18
5518,5
c225,11
a85c,12
27b9,15
4fd1,13
7f48,11
6dfa,9
aa93,9
52ed,9
880e,15
ed52,8
ea7e,11
534d,15
d8e3,13
19dd,17
e660,9
d18a,17
5dde,9
0330,14
221f,15
bec3,7
1338,13
82a0,8
6ceb,13
6765,16
4ade,12
26a4,11
c97e,10
10c1,12
8ddc,14
706d,10
e12f,19
5d12,18
5acf,14
ca4d,9
9954,9
db5b,18
dbfe,15
565f,15
cacc,12
d009,13
3c2c,10
6ad1,13
fb6f,13
137e,10
c596,15
7b52,16
3413,8
9ce6,6
63c6,13
6cf4,12
8a2c,11
2ed3,13
455b,15
f4fe,15
64da,14
855c,10
a185,16
c50b,17
0d02,10
7419,14
819e,10
adc6,11
b36c,20
3b1f,14
eab9,14
bcf6,12
4606,14
8e66,10
049f,16
be5b,15
255f,10
c6ce,10
975f,12
01d0,12
dac9,16
eb30,12
cb40,12
4a73,12
dca0,13
a63d,15
5049,10
cb51,14
f466,16
7b73,15
7c8b,13
47e8,11
01cc,8
c51f,18
0f8c,14
8a94,13
6608,14
8de9,17
6f1f,13
79af,12
9ca7,12
ad82,20
fb70,8
a76e,18
5b68,9
618c,14
352c,11
993c,11
b6b7,15
5059,3
7e85,16
cee2,12
9929,18
800e,12
57dc,9
052e,23
c793,11
7111,10
31ed,14
aa24,14
cb57,16
128f,10
62c5,16
10e2,7
d406,18
9da9,9
9bbb,18
0034,14
4bef,13
f029,16
f62a,13
154d,16
1ffe,8
9b52,7
6cff,13
5cf9,20
acc5,11
3313,15
3c29,18
0c84,11
a371,10
87ef,6
bb68,12
72b7,9
a791,12
a491,14
c511,13
e9c1,12
cbf7,15
3350,13
ba09,14
ac73,13
975a,11
426a,12
0684,12
5c09,13
058e,7
2a07,15
93f5,12
88a1,12
eefc,13
efc5,14
8cd6,15
b909,17
e6d0,12
217b,12
af90,16
9337,10
93be,8
d90c,9
5f78,9
8622,9
18e6,14
72ca,11
fd70,9
b095,10
e3db,7
56b0,15
ba59,12
76e8,16
ab33,9
8d44,16
6ab8,16
35fd,22
0174,13
7651,14
8ee4,18
baad,17
8759,13
0c37,8
26f5,14
8a9e,17
f2d0,10
1c96,7
e73b,7
8d06,13
94d7,10
e2e6,16
ee8b,13
5ddd,4
0542,14
ecd8,15
a816,11
1339,10
a5c8,15
c63b,18
e983,9
93db,7
f6e3,13
dcf3,18
8c88,22
623b,11
52fd,11
06d2,13
a7a9,16
6657,12
734e,9
4001,13
954f,5
528b,15
ea1d,17
bfe6,10
c55b,15
25de,15
3ec1,13
8c0a,8
52b6,13
b295,14
abb6,11
a01a,10
c76d,16
6c93,11
1760,16
aef3,8
fc7e,8
ad1e,14
b6c9,14
bc5c,15
7d8e,8
365a,15
fbd1,16
1887,14
94d4,5
23f0,10
cae9,9
976d,20
5d11,10
bd45,11
129d,18
476c,15
27b8,15
c198,10
2e08,12
3a8c,12
d098,6
adfd,15
4da4,16
ca5d,17
8c7b,10
a1ec,15
1647,7
3775,8
9872,8
bb50,9
0609,14
bd60,13
ae62,11
5279,11
ac82,13
fae9,12
de28,15
59fe,17
69fb,8
3c84,11
99ca,10
f832,16
8672,11
3fb8,11
255a,12
f9df,18
529c,22
62ac,11
e074,13
30c9,13
aca0,11
2f87,15
e450,16
b97d,12
93ba,11
af86,13
4c56,15
4c1a,12
11c2,16
6e95,13
85fc,17
1dde,12
deea,10
33b3,12
ef4d,12
ff97,9
8067,11
cfa0,14
1de2,10
5379,18
c204,21
6708,11
dc53,16
5756,14
de2d,14
5675,17
f3d7,10
d681,8
a8d9,8
833f,11
6099,16
dbcf,14
c538,18
c84a,13
835d,14
0bb1,13
2d4b,13
13c8,17
16ef,16
fc79,11
53d1,14
1b37,12
ef1b,10
8d76,8
d154,16
b472,14
58ab,8
cb56,8
a629,16
2c7d,9
58b8,12
4229,11
6015,12
de52,16
0d85,11
d062,11
2ebb,19
8242,18
4d5c,17
6d83,12
fa83,15
9aa8,13
2a86,5
71f8,14
252b,4
4203,11
2b8b,12
4e6a,11
5f4a,20
ca52,10
723d,13
f4a2,13
a62e,10
652b,11
561f,11
be2d,13
0c45,12
81bb,18
c03c,9
380b,14
d249,15
72e7,11
d512,15
5881,10
0420,12
bbf0,13
886e,12
eaac,11
22c1,9
6411,12
53dd,11
73b2,15
296d,12
1976,17
5857,8
06f9,16
8c59,12
8650,10
52e2,14
e8be,10
7964,12
6a0b,9
aa10,16
d20a,11
176d,13
5b92,9
931a,18
d6a8,10
0f0a,15
3485,13
5aa4,9
4708,12
c2cb,10
fd67,16
b668,9
3676,12
7f18,15
fa7c,10
0418,16
95b4,7
5206,12
6c9d,8
f326,15
0975,10
9f3c,12
3e87,13
2d0f,9
f38c,15
9afc,14
474b,16
dd54,9
6c27,15
af3a,11
b719,15
7643,11
b545,16
02e5,6
523a,13
05bb,14
1485,9
91e0,9
9fda,9
4a02,12
8a2a,16
bb12,9
6b2b,9
3ce6,11
4239,6
bfe4,12
8383,15
cf3d,13
7fbf,9
a11d,11
0ad0,13
ea09,13
76cd,16
9fe7,14
eafb,12
8eb4,13
00cb,10
1b52,14
6c30,6
8d9c,12
94ad,12
a4c1,16
9b99,17
fb4f,11
5e02,7
1d63,16
96fe,14
7d8d,15
da93,13
5d77,13
01ac,14
a4b1,11
f407,10
8e1e,10
917a,9
353b,10
f566,12
7fd2,12
1774,11
fd23,10
9e64,13
bb7d,11
730d,15
8295,11
2e12,12
aa2e,11
943b,8
090c,9
1d8f,9
7da5,10
f255,12
2624,10
e288,14
68ed,7
80af,13
30dd,10
9f93,16
7fe5,9
a4ef,13
f2d3,16
e0bb,14
5011,18
a17b,13
633d,12
9b63,12
333f,11
c9ae,12
3317,18
051c,17
e771,13
3e2b,14
c6ee,16
0669,22
11ab,14
aee9,11
9391,14
0086,10
8591,21
bc56,12
f5ae,12
9155,11
c98c,10
9b07,15
81eb,10
86bd,19
4df2,15
b143,13
0448,10
54a7,11
f41d,10
7e0b,8
90df,13
b034,13
f8b8,15
1add,12
bbb7,14
2352,14
91d5,15
557f,10
330b,8
76a8,19
38b1,13
57a0,12
2341,10
b7ba,16
8e74,17
20e4,14
b1c9,15
0905,8
97cd,12
fa3c,18
7286,9
30ec,9
36ea,12
4224,15
2a0b,11
eff0,13
a7e4,14
ea68,18
d037,11
577b,10
